요양기관명,시도코드명,시군구코드명,주소,전화번호,개설일자,좌표(x),좌표(y)
바다약국,경기,부천시,"경기도 부천시 소사로 754, 2층 (원종동, 비제이빌딩)",032-674-2569,20150202,126.8052029,37.5232578
번동프라자약국,서울,강북구,"서울특별시 강북구 한천로 940, (번동)",02-904-2906,19950621,127.0355606,37.6348708
다나약국,서울,종로구,"서울특별시 종로구 종로 128, 302호 (종로3가)",02-2263-9293,20131115,126.9919191,37.5701516
아이사랑약국,경기,용인기흥구,"경기도 용인시 기흥구 강남동로 10, 402호 (구갈동, 강남피아)",031-275-1651,20150501,127.1281766,37.2712436
대유약국,서울,서대문구,"서울특별시 서대문구 모래내로 359, (홍은동)",02-379-4416,19800623,126.9358991,37.5818747
소생약국,서울,서대문구,"서울특별시 서대문구 응암로 81, 1층 (북가좌동)",02-303-7793,19941221,126.9114343,37.5804295
새동서약국,서울,종로구,"서울특별시 종로구 동호로 403, 19호 (종로5가)",02-2285-1055,20081231,127.0016832,37.5705008
정문약국,경기,남양주시,"경기도 남양주시 진접읍 봉현로 24, ()",031-527-9275,20221109,127.1804229,37.7158754
제일약국,인천,인천서구,"인천광역시 서구 심곡로 133, 대동상가동 1층 111호 (심곡동)",032-564-8421,20150518,126.6816174,37.5448709
조은약국,경기,구리시,"경기도 구리시 건원대로 95, 인창프라자 103호 (인창동)",031-553-3565,20190208,127.1380644,37.609432
평촌라임약국,경기,안양동안구,"경기도 안양시 동안구 시민대로 311, 314호 (관양동, 금강스마트빌딩)",031-426-7001,20150603,126.9646697,37.3960855
진성약국,서울,서대문구,"서울특별시 서대문구 증가로 247, (북가좌동)",02-373-5306,19780708,126.9122677,37.5829453
영천온누리약국,경북,포항북구,"경상북도 포항시 북구 장량로 32, (장성동)",070-4233-7000,20101022,129.3836663,36.0824353
드림약국,경북,포항북구,"경상북도 포항시 북구 장량로 79, (양덕동)",054-231-0947,20160227,129.3890986,36.082456
지우약국,인천,인천미추홀구,"인천광역시 미추홀구 토금남로 65, 1층 (용현동, 용현프라자 (106호))",032-886-8009,20150608,126.6391652,37.450257
삼송스타약국,경기,고양덕양구,"경기도 고양시 덕양구 고양대로 1955, 지하2층 (동산동, 스타필드고양)",02-2063-9100,20170817,126.894778,37.6469771
큰샘온누리약국,인천,인천강화군,"인천광역시 강화군 강화읍 중앙로 9, 9",032-934-0700,20150609,126.4920223,37.742143
포도나무약국,인천,인천서구,"인천광역시 서구 청라에메랄드로 134, 104-1호 (연희동, 호반베르디움)",070-4187-3625,20150615,126.6579009,37.5373453
함께약국,인천,인천서구,"인천광역시 서구 서곶로 823, 1층 (당하동)",032-567-3828,20150615,126.6729379,37.5906836
완약국,서울,서대문구,"서울특별시 서대문구 세검정로1길 115, (홍은동)",070-4235-4395,19731205,126.9461388,37.5954781
삼일약국,서울,성동구,"서울특별시 성동구 장터길 49, (금호동3가)",02-2234-3529,19981110,127.0213967,37.5484392
수암약국,울산,울산남구,"울산광역시 남구 수암로 118-3, (신정동)",052-273-9878,20170330,129.3199495,35.5280637
효온누리약국,강원,춘천시,"강원특별자치도 춘천시 서부대성로239번길 47-26, (후평동)",033-255-2738,20120314,127.746225,37.8759965
한솔약국,전북,전주덕진구,"전라북도 전주시 덕진구 가련산로 10, 1층 104호 (덕진동2가)",063-271-0030,20171114,127.1105499,35.8406886
도원약국,서울,성동구,"서울특별시 성동구 장터길 45-1, (금호동3가)",02-2252-3942,19780727,127.0210721,37.5484189
신세계약국,경기,의정부시,"경기도 의정부시 청사로 37, 109호 (금오동)",031-852-2212,20121112,127.0698807,37.7515204
백제당약국,인천,인천서구,"인천광역시 서구 연희로 12, 1층 (연희동)",032-562-3049,20150622,126.6757723,37.5493558
사랑온누리약국,서울,은평구,"서울특별시 은평구 서오릉로 46, (녹번동)",02-356-8875,20120521,126.925006,37.605169
중앙약국,서울,종로구,"서울특별시 종로구 경교장길 5, 1.2층 (교남동)",02-737-7776,20130814,126.9656863,37.5674148
신동광약국,서울,성동구,"서울특별시 성동구 무수막길 82, (금호동2가)",02-2234-3545,19830506,127.0207031,37.5531304
21세기메디칼약국,서울,성동구,"서울특별시 성동구 무수막길 97, (금호동2가)",02-2252-6626,19751028,127.0198695,37.5543387
광진백화점약국,서울,광진구,"서울특별시 광진구 자양로 43, 1층 3호 (자양동)",02-457-7873,20021004,127.0855468,37.5317125
이화약국,서울,강북구,"서울특별시 강북구 덕릉로40길 79, 대명빌딩 1층 (번동)",02-980-2274,20180205,127.0335666,37.634393
소하제일약국,경기,광명시,"경기도 광명시 소하로 86, 1층 108호 (소하동)",02-897-8871,20150622,126.883396,37.4472869
진약국,인천,인천남동구,"인천광역시 남동구 청능대로 596, B2층 J5호 (논현동, 홈플러스인천논현점)",439-7588,20150528,126.7255593,37.4006203
천사약국,경기,과천시,"경기도 과천시 별양로 182-2, 2층 206호 (부림동, 과천시대빌딩)",02-3679-1179,20170605,126.9981746,37.4340965
가든파이브약국,서울,송파구,"서울특별시 송파구 충민로 66, 1층 F-1001호 (문정동, 가든파이브라이프 1층, F-1001호)",02-2157-0600,20110225,127.1249617,37.4776148
은혜약국,서울,중랑구,"서울특별시 중랑구 봉우재로 239, (망우동)",02-432-0386,20030324,127.0995293,37.5957478
한신약국,서울,성동구,"서울특별시 성동구 왕십리로 410, 상가L동 216호 (하왕십리동, 센트라스)",02-2296-2551,19890419,127.0247865,37.5665508
행복약국,인천,인천미추홀구,"인천광역시 미추홀구 한나루로 589, 102호 (도화동)",032-861-9991,20150901,126.6718018,37.4586572
제일약국,서울,성동구,"서울특별시 성동구 독서당로 378, (응봉동)",02-2293-6946,19701229,127.0305675,37.5496547
보람약국,서울,서초구,"서울특별시 서초구 서초중앙로 239, (반포동)",02-3477-2783,19980126,127.0108769,37.5032046
강약국,전남,영광군,"전라남도 영광군 영광읍 옥당로 134, ()",,20190207,126.5021607,35.274216
보라매대학약국,서울,동작구,"서울특별시 동작구 보라매로5길 23, 101호 (신대방동, 삼성보라매옴니타워)",02-831-1922,20030516,126.9234673,37.4926675
참이화약국,서울,동대문구,"서울특별시 동대문구 천호대로 307, 1층 104호 (답십리동, 클래식타워)",02-2247-5029,20070315,127.0547814,37.5658081
우리들약국,울산,울산울주군,"울산광역시 울주군 언양읍 헌양길 175, 103호",055-254-4518,20230410,129.1169684,35.567066
위시티사랑약국,경기,고양일산동구,"경기도 고양시 일산동구 위시티2로11번길 31, 120호 (식사동, 스타타워)",031-969-4085,20150908,126.812171,37.677941
연약국,경기,군포시,"경기도 군포시 고산로 704, 101호 (산본동)",070-7779-9690,20221229,126.9362052,37.3722145
한솔약국,경기,파주시,"경기도 파주시 탄현면 사슴벌레로 28, (한사랑내과)",031-944-7107,20151030,126.7027127,37.7754251
메디칼수약국,경기,수원영통구,"경기도 수원시 영통구 반달로 105, 101호 (영통동)",031-206-7566,20170213,127.0769122,37.2525612
부일약국,서울,성동구,"서울특별시 성동구 왕십리로 275-1, (행당동)",02-2292-8620,19730910,127.0369237,37.5589676
시대약국,서울,성동구,"서울특별시 성동구 마장로 321, (마장동)",02-2292-8664,19741203,127.0447207,37.5675555
온누리푸른약국,인천,인천부평구,"인천광역시 부평구 부영로189번길 51, 1층 104호 (산곡동, 오남프라자)",032-505-8575,20151109,126.7129333,37.5021433
미문약국,서울,구로구,"서울특별시 구로구 구로동로 77, 동해빌딩 지하1층 (구로동)",02-838-7020,20091201,126.8855797,37.4855574
씨네파크우리약국,경기,수원팔달구,"경기도 수원시 팔달구 권광로 181, 409호 (인계동)",238-6585,20120413,127.032195,37.2637736
엔젤약국,경기,포천시,"경기도 포천시 소흘읍 솔모루로 41, (소흘읍)",031-544-1469,20130214,127.1438617,37.8261761
프라자약국,경기,안성시,"경기도 안성시 안성맞춤대로 1049, 1층 (서인동)",031-672-2274,20071119,127.2692114,37.0071567
동원약국,경기,구리시,"경기도 구리시 경춘로 249, 104호 (인창동, 동원파크빌딩)",031-551-3111,20071121,127.1427103,37.6020755
영화당약국,서울,성동구,"서울특별시 성동구 사근동길 53, (사근동)",02-2293-0180,19720315,127.0467945,37.5609875
유한약국,서울,동대문구,"서울특별시 동대문구 천호대로 295, 2층 10호 (답십리동, 우창프라자)",02-2214-0205,20071001,127.053869,37.5664644
용하약국,서울,성동구,"서울특별시 성동구 용답중앙27길 6, 1층 (용답동)",02-2212-5911,19801110,127.0547989,37.5629788
새대우약국,서울,성동구,"서울특별시 성동구 용답25길 14, (용답동)",02-2245-6510,19770701,127.0534931,37.56185
바다약국,경기,이천시,"경기도 이천시 장호원읍 이선룡로 16, 202호",031-8011-0012,20210819,127.6279838,37.1194748
서전약국,경기,부천시,"경기도 부천시 경인로 203, (심곡본동)",032-661-5001,20070608,126.7781653,37.483757
행복온누리약국,경기,의정부시,"경기도 의정부시 가능로 50, (가능동)",031-872-6043,20071217,127.0367011,37.7465825
우리약국,서울,성동구,"서울특별시 성동구 성덕정길 34, (성수동1가)",02-465-3221,19841102,127.0473919,37.5388576
수약국,경기,안산단원구,"경기도 안산시 단원구 초지동로 35, 지하1층 (초지동)",031-403-0705,20180305,126.8165705,37.3070155
보라품안에 약국,경기,용인기흥구,"경기도 용인시 기흥구 한보라1로 8, 104호 (보라동, 스카이프라자)",031-285-1673,20170619,127.1094197,37.2539825
드림약국,경기,부천시,"경기도 부천시 길주로 219, 509호 (중동, 드림빌딩)",032-323-4288,20080729,126.7668009,37.5047676
장약국,경기,화성시,"경기도 화성시 화산중앙로 44, 102호 (송산동, 미림프라자)",031-231-9996,20150703,127.0129548,37.2080485
수명약국,서울,성동구,"서울특별시 성동구 왕십리로 94-2, 1층 (성수동1가)",02-464-8887,19890202,127.0449303,37.5461351
구인약국,서울,송파구,"서울특별시 송파구 성내천로 261, (마천동)",02-443-6401,19930113,127.1543724,37.497237
신동아약국,서울,성동구,"서울특별시 성동구 왕십리로 92, (성수동1가)",02-463-4791,19840519,127.0449849,37.5457262
연세열린약국,서울,구로구,"서울특별시 구로구 개봉로 23, (개봉동, 고려크리닉센터)",02-2683-9003,20061113,126.8560445,37.4877768
향남메디컬약국,경기,화성시,"경기도 화성시 향남읍 상신하길로298번길 7-21, ()",031-8059-4203,20161111,126.9124754,37.1151722
파티마약국,경기,수원장안구,"경기도 수원시 장안구 만석로19번길 29, 104호 (천천동, 부강프라자)",031-271-9119,20151120,126.9831081,37.2966125
영민약국,서울,성동구,"서울특별시 성동구 성수일로10길 32, (성수동2가)",02-466-1377,19860917,127.0534046,37.5462291
동호약국,서울,강남구,"서울특별시 강남구 테헤란로114길 16, 1층 1호 (대치동)",02-567-3935,20060328,127.0665666,37.5085851
상보약국,서울,성동구,"서울특별시 성동구 동일로 83, (성수동2가)",02-463-7513,19890508,127.0626473,37.5403609
다영약국,서울,영등포구,"서울특별시 영등포구 도신로60길 7, (신길동)",02-832-9331,20170404,126.9174289,37.5112083
청담약국,서울,강남구,"서울특별시 강남구 학동로 503, 한성빌딩 1층 106호 (청담동)",02-540-6193,20200114,127.0508086,37.519184
왕약국,서울,은평구,"서울특별시 은평구 은평로 137, (응암동)",02-352-7533,20050105,126.9229366,37.600821
유진약국,경기,화성시,"경기도 화성시 동탄원천로 338, 103호 (능동, 동탄포레스트 프라자)",031-613-9956,20151127,127.0586511,37.2171245
더블유약국,경기,광명시,"경기도 광명시 하안로 289, 1층 (하안동)",02-802-1355,20070515,126.8801845,37.4617084
봄약국,인천,인천미추홀구,"인천광역시 미추홀구 독배로 498, 1층 (숭의동)",032-887-1733,20150109,126.643852,37.461895
세계로약국,경기,의정부시,"경기도 의정부시 신흥로 81, 105호 (호원동, 쌍용스윗닷홈)",031-871-8828,20151221,127.0433678,37.7234446
주안허브약국,인천,인천미추홀구,"인천광역시 미추홀구 주안로 86, 주안역 지하도상가 239호 (주안동)",032-863-1253,20171228,126.6801619,37.4644046
약초당한약국,경기,부천시,"경기도 부천시 장말로200번길 22, (상동)",032-668-1130,20051104,126.7637558,37.4919736
용한약국,경기,수원팔달구,"경기도 수원시 팔달구 세지로 405, 1층 (우만동)",031-217-7997,20170706,127.0291986,37.285538
신우초한약국,경기,광명시,"경기도 광명시 광명로 848, 1층 (광명동)",02-2683-2987,20060920,126.8524545,37.4748098
마트종로약국,경기,평택시,"경기도 평택시 영신로 29, (지제동, 이마트내)",031-651-9631,20061010,127.0755819,37.0210908
종우약국,서울,광진구,"서울특별시 광진구 뚝섬로 480, 1층 (자양동)",02-464-4756,19870622,127.0635633,37.5364286
대림대학약국,서울,영등포구,"서울특별시 영등포구 시흥대로187길 3, (대림동)",02-845-5990,20000929,126.90852,37.4924108
한사랑약국,서울,노원구,"서울특별시 노원구 동일로 1101, 2층 (공릉동, 하니빌딩)",02-972-4324,20010821,127.0710198,37.6282565
혜민약국,서울,성동구,"서울특별시 성동구 마조로 30, 1층 (행당동, 미진빌딩)",02-2293-2729,20170629,127.0415017,37.5602955
호림약국,서울,광진구,"서울특별시 광진구 동일로30길 28, (화양동)",02-468-1027,19820201,127.0688665,37.5474952
조은약국,대전,대전유성구,"대전광역시 유성구 계백로 927, 1층 2101, 2102호 (원내동)",042-542-5882,20181211,127.3266814,36.3008979
매일봄약국,경기,용인수지구,"경기도 용인시 수지구 수풍로 107, 104호 (동천동)",031-624-7418,20190524,127.0931756,37.333275
상산약국,서울,구로구,"서울특별시 구로구 중앙로 27, 1층 (고척동)",2066-6361,20190729,126.8631474,37.5004907
기호약국,서울,광진구,"서울특별시 광진구 군자로 25, (화양동)",02-463-8050,19740722,127.0705333,37.5454149
연진약국,서울,광진구,"서울특별시 광진구 아차산로29길 12, (화양동)",02-462-3355,19800524,127.0684529,37.5414325
